Movie;Director;Running time;Actor 1;Actor 2;Actor 3;Genre;Budget;Box Office;Release year
Martian Child;Menno Meyjes;106;Oliver Platt;Richard Schiff;Sophie Okonedo;Comedy;27000000;84000000;2007
The Hunger Games: Catching Fire;Francis Lawrence;146;Jennifer Lawrence;Josh Hutcherson;Sandra Ellis Lafferty;Adventure;130000000;865000000;2013
Songcatcher;Maggie Greenwald;109;Aidan Quinn;David Patrick Kelly;Jane Adams;Drama;1800000;3200000;2000
The Hobbit: An Unexpected Journey;Peter Jackson;182;Aidan Turner;Adam Brown;James Nesbitt;Adventure;180000000;1017000000;2012
Happy Feet;George Miller;108;Robin Williams;Hugh Jackman;Elizabeth Daily;Animation;100000000;384000000;2006
I Am Wrath;Chuck Russell;92;Sam Trammell;Rebecca De Mornay;Amanda Schull;Action;18000000;9700000;2016
In the Land of Blood and Honey;Angelina Jolie;127;Jelena Jovanova;Nikola Djuricko;Branko Djuric;Drama;13000000;1000000;2011
The Best Man Holiday;Malcolm D. Lee;123;Harold Perrineau;Sanaa Lathan;Eddie Cibrian;Comedy;17000000;71000000;2013
The Imaginarium of Doctor Parnassus;Terry Gilliam;123;Andrew Garfield;Lily Cole;Verne Troyer;Adventure;30000000;64000000;2009
17 Again;Burr Steers;102;Matthew Perry;Hunter Parrish;Thomas Lennon;Comedy;20000000;139000000;2009
Around the World in 80 Days;Frank Coraci;120;Jim Broadbent;Steve Coogan;Cécile De France;Action;110000000;72000000;2004
Just Married;Shawn Levy;95;Taran Killam;David Agranov;David Moscow;Comedy;18000000;102000000;2003
Paranormal Activity 4;Henry Joost;96;Matt Shively;Brendon Eggertsen;Alisha Boe;Horror;5000000;142000000;2012
Aberdeen;Hans Petter Moland;106;Charlotte Rampling;Sara-Marie Maltha;Stellan Skarsgård;Drama;6500000;213000;2000
Extraordinary Measures;Tom Vaughan;106;Harrison Ford;Brendan Fraser;Alan Ruck;Drama;31000000;12000000;2010
Star Trek Into Darkness;J.J. Abrams;132;Benedict Cumberbatch;Bruce Greenwood;Noel Clarke;Action;190000000;467000000;2013
The Brothers Bloom;Rian Johnson;114;Zachary Gordon;Maximilian Schell;Nora Zehetner;Adventure;20000000;5000000;2008
The Work and the Glory II: American Zion;Sterling Van Wagenen;100;Emily Podleski;Eric Johnson;Brenda Strong;Drama;6500000;10500000;2005
Freaky Deaky;Charles Matthau;90;Billy Burke;Michael Jai White;Bill Duke;Comedy;6000000;6500000;2012
Indie Game: The Movie;Lisanne Pajot;103;Jonathan Blow;Edmund McMillen;Phil Fish;Documentary;100000;500000;2012
Snatch;Guy Ritchie;104;Jason Statham;Brad Pitt;Jason Flemyng;Comedy;6000000;83000000;2000
The Man from U.N.C.L.E.;Guy Ritchie;116;Henry Cavill;Elizabeth Debicki;Christian Berkel;Action;75000000;109000000;2015
Extremely Loud & Incredibly Close;Stephen Daldry;129;Tom Hanks;Thomas Horn;Stephen Henderson;Adventure;40000000;55000000;2011
Salt;Phillip Noyce;101;Angelina Jolie;Andre Braugher;August Diehl;Action;110000000;294000000;2010
The Royal Tenenbaums;Wes Anderson;110;Bill Murray;Anjelica Huston;Seymour Cassel;Comedy;21000000;35000000;2001
The To Do List;Maggie Carey;104;Donald Glover;Alia Shawkat;Scott Porter;Comedy;1500000;3500000;2013
This Is England;Shane Meadows;101;Stephen Graham;Joseph Gilgun;Jack O'Connell;Crime;1500000;8000000;2006
Curse of the Golden Flower;Yimou Zhang;114;Li Gong;Ye Liu;Man Li;Drama;45000000;78000000;2006
Road to Perdition;Sam Mendes;117;Tom Hanks;Jennifer Jason Leigh;Liam Aiken;Crime;80000000;181000000;2002
The Lovely Bones;Peter Jackson;135;Michael Imperioli;AJ Michalka;Tom McCarthy;Drama;65000000;93800000;2009
Gone Girl;David Fincher;149;Patrick Fugit;Sela Ward;Emily Ratajkowski;Crime;61000000;369000000;2014
New in Town;Jonas Elmer;97;J.K. Simmons;Frances Conroy;Harry Connick Jr.;Comedy;8000000;29100000;2009
Crazy/Beautiful;John Stockwell;135;Kirsten Dunst;Jay Hernandez;Rolando Molina;Drama;14000000;19000000;2001
Garfield;Peter Hewitt;80;Bill Murray;Mark Christopher Lawrence;Michael Monks;Animation;35000000;203000000;2004
Mercy Streets;Jon Gunn;106;Stacy Keach;David A.R. White;Cynthia Watros;Action;600000;228000;2000
Team America: World Police;Trey Parker;98;Jeremy Shada;Maurice LaMarche;Trey Parker;Action;30000000;32000000;2004
Big Miracle;Ken Kwapis;107;Ted Danson;Tim Blake Nelson;Andrew Daly;Biography;40000000;24000000;2012
The Chronicles of Riddick;David Twohy;134;Vin Diesel;Alexa Davalos;Christina Cox;Action;105000000;116000000;2004
The Equalizer;Antoine Fuqua;132;Denzel Washington;Chloë Grace Moretz;James Wilcox;Action;55000000;192000000;2014
The Sessions;Ben Lewin;95;W. Earl Brown;Adam Arkin;Rhea Perlman;Biography;1000000;10000000;2012
Nerve;Henry Joost;96;Samira Wiley;Marc John Jefferies;Emily Meade;Crime;20000000;84000000;2016
Next Friday;Steve Carr;98;John Witherspoon;Mike Epps;Rolando Molina;Comedy;9500000;59500000;2000
Cheaper by the Dozen;Shawn Levy;94;Tom Welling;Alyson Stoner;Bonnie Hunt;Comedy;40000000;190000000;2003
Kill the Messenger;Michael Cuesta;112;Jeremy Renner;Paz Vega;Robert Pralgo;Biography;5000000;13000000;2014
The Island;Michael Bay;136;Scarlett Johansson;Steve Buscemi;Djimon Hounsou;Action;126000000;162000000;2005
Get on Up;Tate Taylor;139;Tika Sumpter;Josh Hopkins;Aunjanue Ellis;Biography;30000000;33000000;2014
No Country for Old Men;Ethan Coen;122;Kelly Macdonald;Stephen Root;Barry Corbin;Crime;25000000;170000000;2007
Stop-Loss;Kimberly Peirce;112;Joseph Gordon-Levitt;Channing Tatum;Abbie Cornish;Drama;25000000;11800000;2008
The Dead Undead;Matthew R. Anderson;89;Johnny Pacar;Vernon Wells;Matthew R. Anderson;Action;1100000;1000000;2010
Woman in Gold;Simon Curtis;109;Ryan Reynolds;Frances Fisher;Elizabeth McGovern;Biography;11000000;61000000;2015
Halloween: Resurrection;Rick Rosenthal;94;Jamie Lee Curtis;Thomas Ian Nicholas;Bianca Kajlich;Comedy;15000000;37000000;2002
Kick-Ass 2;Jeff Wadlow;103;Chloë Grace Moretz;Donald Faison;Augustus Prew;Action;28000000;60000000;2013
Dredd;Pete Travis;95;Wood Harris;Jason Cope;Rakie Ayola;Sci-Fi;35000000;41000000;2012
Interstellar;Christopher Nolan;169;Matthew McConaughey;Anne Hathaway;Mackenzie Foy;Adventure;165000000;702000000;2014
The Final Destination;David R. Ellis;82;Krista Allen;Andrew Fiscella;Shantel VanSanten;Horror;40000000;187000000;2009
Whipped;Peter M. Cohen;82;Callie Thorne;Brian Van Holt;David Heyman;Comedy;3000000;1000000;2000
Inkheart;Iain Softley;106;Brendan Fraser;Stephen Graham;Jamie Foreman;Adventure;60000000;58000000;2008
X-Men: Apocalypse;Bryan Singer;144;Jennifer Lawrence;Michael Fassbender;Tye Sheridan;Action;178000000;544000000;2016
Rise of the Guardians;Peter Ramsey;97;Hugh Jackman;Kamil McFadden;Khamani Griffin;Animation;145000000;306000000;2012
Saw III;Darren Lynn Bousman;121;Costas Mandylor;Shawnee Smith;Leigh Whannell;Horror;10000000;165000000;2006
Undercover Brother;Malcolm D. Lee;86;Dave Chappelle;Eddie Griffin;Chi McBride;Action;25000000;41000000;2002
Fool's Gold;Andy Tennant;112;Matthew McConaughey;Ray Winstone;Alexis Dziena;Action;70000000;111000000;2008
How to Be Single;Christian Ditter;110;Alison Brie;Damon Wayans Jr.;Nicholas Braun;Comedy;38000000;112000000;2016
Spanglish;James L. Brooks;131;Adam Sandler;Paz Vega;Sarah Steele;Comedy;80000000;55000000;2004
The Possession;Ole Bornedal;92;Kyra Sedgwick;Madison Davenport;Natasha Calis;Horror;14000000;78000000;2012
Neighbors;Nicholas Stoller;97;Craig Roberts;Carla Gallo;Ike Barinholtz;Comedy;18000000;270000000;2014
Star Trek Beyond;Justin Lin;122;Sofia Boutella;Melissa Roxburgh;Lydia Wilson;Action;185000000;343000000;2016
The Lovely Bones;Peter Jackson;135;Michael Imperioli;AJ Michalka;Tom McCarthy;Drama;65000000;94000000;2009
The Last Exorcism Part II;Ed Gass-Donnelly;93;Muse Watson;Spencer Treat Clark;Ashley Bell;Thriller;5000000;25000000;2013
Unsullied;Simeon Rice;93;Ward G. Smith;Lisa Brave;Malone Thomas;Action;1500000;1000000;2014
Sherlock Holmes;Guy Ritchie;128;Robert Downey Jr.;Eddie Marsan;Robert Maillet;Action;90000000;524000000;2009
Time Changer;Rich Christiano;95;Gavin MacLeod;D. David Morin;Hal Linden;Drama;825000;1000000;2002
Crazy Heart;Scott Cooper;112;Jeff Bridges;Beth Grant;Debrianna Mansini;Drama;7000000;47000000;2009
Sorority Row;Stewart Hendler;101;Julian Morris;Margo Harshman;Rumer Willis;Horror;16000000;2700000;2009
Spy Kids;Robert Rodriguez;88;Alexa PenaVega;Cheech Marin;Daryl Sabara;Action;35000000;147000000;2001
Edge of Darkness;Martin Campbell;117;Bojana Novakovic;Ray Winstone;Denis O'Hare;Crime;80000000;47000000;2010
Boiler Room;Ben Younger;120;Vin Diesel;Nia Long;Herbert Russell;Crime;8000000;28000000;2000
Rise of the Planet of the Apes;Rupert Wyatt;105;James Franco;David Oyelowo;Tyler Labine;Action;93000000;481000000;2011
Shaft;John Singleton;99;Christian Bale;Vanessa Williams;Daniel von Bargen;Action;46000000;107000000;2000
Horrible Bosses;Seth Gordon;106;Kevin Spacey;Lindsay Sloane;Reginald Ballard;Comedy;35000000;209000000;2011
Jonah Hex;Jimmy Hayward;81;Michael Fassbender;Billy Blair;Julia Jones;Action;47000000;11000000;2010
Juno;Jason Reitman;96;J.K. Simmons;Jennifer Garner;Rainn Wilson;Comedy;7500000;231000000;2007
Kill Bill: Vol. 1;Quentin Tarantino;111;David Carradine;Vivica A. Fox;Chiaki Kuriyama;Action;30000000;180000000;2003
The Core;Jon Amiel;135;Glenn Morshower;Tchéky Karyo;Rekha Sharma;Action;60000000;75000000;2003
Star Trek: Nemesis;Stuart Baird;116;Tom Hardy;LeVar Burton;Jonathan Frakes;Action;60000000;43000000;2002
The Avengers;Joss Whedon;173;Chris Hemsworth;Robert Downey Jr.;Scarlett Johansson;Action;220000000;623000000;2012
The Twilight Saga: Breaking Dawn - Part 2;Bill Condon;115;Robert Pattinson;Kristen Stewart;Taylor Lautner;Adventure;120000000;829000000;2012
Good Intentions;Jim Issa;84;Elaine Hendrix;Luke Perry;Jon Gries;Comedy;10000000;2000000;2010
Diary of the Dead;George A. Romero;95;Megan Park;Shawn Roberts;Joe Dinicol;Horror;2000000;5000000;2007
Hardball;Brian Robbins;106;Keanu Reeves;D.B. Sweeney;DeWayne Warren;Drama;21000000;32000000;2001
In the Name of the King: A Dungeon Siege Tale;Uwe Boll;156;Jason Statham;Mike Dopud;Tania Saulnier;Action;60000000;16000000;2007
Isn't She Great;Andrew Bergman;95;Stockard Channing;Nathan Lane;John Larroquette;Biography;36000000;8500000;2000
Saw VI;Kevin Greutert;92;Costas Mandylor;Shawnee Smith;George Newbern;Horror;11000000;68000000;2009
The Bank Job;Roger Donaldson;111;Jason Statham;Saffron Burrows;Daniel Mays;Crime;20000000;66000000;2008
Things We Lost in the Fire;Susanne Bier;118;Alison Lohman;Omar Benson Miller;Robin Weigert;Drama;16000000;8000000;2007
Undiscovered;Meiert Avis;97;Fisher Stevens;Kip Pardue;Perrey Reeves;Comedy;9000000;1000000;2005
Bottle Shock;Randall Miller;110;Alan Rickman;Freddy Rodríguez;Greg Collins;Comedy;5000000;1000000;2008
Yes;Sally Potter;100;Shirley Henderson;Joan Allen;Stephanie Leonidas;Drama;1000000;1400000;2004
Be Cool;F. Gary Gray;118;Dwayne Johnson;Christina Milian;Debi Mazar;Comedy;53000000;95000000;2005
Bride & Prejudice;Gurinder Chadha;122;Indira Varma;Martin Henderson;Anupam Kher;Comedy;7000000;6100000;2004
Central Intelligence;Rawson Marshall Thurber;107;Dwayne Johnson;Thomas Kretschmann;Megan Park;Action;50000000;217000000;2016
Frozen;Chris Buck;102;Josh Gad;Maurice LaMarche;Livvy Stubenrauch;Animation;150000000;1509000000;2013
Incendies;Denis Villeneuve;139;Lubna Azabal;Mélissa Désormeaux-Poulin;Ahmad Massad;Drama;6800000;6000000;2010
The Big Wedding;Justin Zackham;89;Robin Williams;Robert De Niro;Topher Grace;Comedy;35000000;26000000;2013
The Five-Year Engagement;Nicholas Stoller;131;Alison Brie;Jacki Weaver;David Paymer;Comedy;30000000;54000000;2012
The Maze Runner;Wes Ball;113;Ki Hong Lee;Aml Ameen;Jacob Latimore;Action;34000000;348000000;2014
Blood Work;Clint Eastwood;110;Clint Eastwood;Anjelica Huston;Rick Hoffman;Action;50000000;31600000;2002
Cirque du Freak: The Vampire's Assistant;Paul Weitz;109;Josh Hutcherson;Salma Hayek;Patrick Fugit;Action;40000000;39000000;2009
Drillbit Taylor;Steven Brill;102;Lisa Ann Walter;Shaun Weiss;Matt Walsh;Comedy;40000000;68000000;2008
Here Comes the Boom;Frank Coraci;105;Salma Hayek;Reggie Lee;Charice;Action;42000000;137000000;2012
Seed of Chucky;Don Mancini;88;Jason Flemyng;Billy Boyd;Hannah Spearritt;Comedy;12000000;24000000;2004
Everything Must Go;Dan Rush;97;Will Ferrell;Scott Takeda;Stephen Root;Comedy;5000000;3000000;2010
The Big Short;Adam McKay;130;Ryan Gosling;Christian Bale;Charlie Talbert;Biography;28000000;133000000;2015
You Me and Dupree;Anthony Russo;110;Todd Stashwick;Billy Gardell;Amanda Detmer;Comedy;54000000;75000000;2006
About Time;Richard Curtis;123;Tom Hughes;Tom Hollander;Lindsay Duncan;Drama;12000000;87000000;2013
Fifty Shades of Grey;Sam Taylor-Johnson;129;Jennifer Ehle;Luke Grimes;Callum Rennie;Drama;40000000;571000000;2015
Fuel;Joshua Tickell;112;Larry David;Sheryl Crow;George W. Bush;Documentary;2500000;1650000;2008
Basic Instinct 2;Michael Caton-Jones;116;Charlotte Rampling;Indira Varma;Neil Maskell;Crime;70000000;39000000;2006
Bring It On;Peyton Reed;98;Kirsten Dunst;Lindsay Sloane;Clare Kramer;Comedy;10000000;90000000;2000
Chicago;Rob Marshall;113;Colm Feore;Chita Rivera;Jayne Eastwood;Comedy;45000000;306000000;2002
Dawn of the Planet of the Apes;Matt Reeves;130;Gary Oldman;Judy Greer;Kodi Smit-McPhee;Action;170000000;711000000;2014
Horse Camp;Joel Paul Reisig;108;Joshua Ray Bell;Dana Blackstone;Annelyse Ahmad;Adventure;250000;500000;2014
The League of Extraordinary Gentlemen;Stephen Norrington;110;Jason Flemyng;Max Ryan;Tony Curran;Action;78000000;179000000;2003
The Whole Ten Yards;Howard Deutch;98;Bruce Willis;Matthew Perry;Natasha Henstridge;Comedy;40000000;76500000;2004
The Painted Veil;John Curran;125;Toby Jones;Sally Hawkins;Alan David;Drama;19400000;26000000;2006
Brothers;Jim Sheridan;105;Natalie Portman;Jake Gyllenhaal;Bailee Madison;Thriller;26000000;40000000;2009
Doomsday;Neil Marshall;113;Ryan Kruger;Jason Cope;Jeremy Crutchley;Sci-Fi;30000000;21500000;2008
Rendition;Gavin Hood;122;J.K. Simmons;Jake Gyllenhaal;Meryl Streep;Thriller;27500000;27000000;2007
Lincoln;Steven Spielberg;150;Joseph Gordon-Levitt;Hal Holbrook;Bruce McGill;Biography;65000000;275000000;2012
Pirates of the Caribbean: On Stranger Tides;Rob Marshall;136;Johnny Depp;Sam Claflin;Stephen Graham;Action;250000000;1046000000;2011
Resident Evil: Afterlife;Paul W.S. Anderson;97;Milla Jovovich;Boris Kodjoe;Shawn Roberts;Action;60000000;296000000;2010
Bringing Down the House;Adam Shankman;105;Angus T. Jones;Kimberly J. Brown;Steve Harris;Comedy;33000000;132000000;2003
Shrek Forever After;Mike Mitchell;93;Jon Hamm;Kathy Griffin;Mary Kay Place;Animation;165000000;753000000;2010
Chicken Run;Peter Lord;84;Imelda Staunton;Miranda Richardson;Julia Sawalha;Animation;45000000;224000000;2000
Open Season;Roger Allers;83;Jon Favreau;Debra Messing;Jane Krakowski;Animation;85000000;197000000;2006
Superman Returns;Bryan Singer;169;Kevin Spacey;Marlon Brando;Frank Langella;Action;209000000;391000000;2006
The Barbarian Invasions;Denys Arcand;112;Marie-Josée Croze;Stéphane Rousseau;Marina Hands;Comedy;6000000;8700000;2003
Thunder and the House of Magic;Jeremy Degruson;85;Kyle Hebert;Brianne Brozey;Joe Ochman;Animation;34000000;64000000;2013
Barbershop 2: Back in Business;Kevin Rodney Sullivan;106;Harry Lennix;Sean Patrick Thomas;Kenan Thompson;Comedy;18000000;65500000;2004
1911;Li Zhang;121;Bingbing Li;Joan Chen;Jaycee Chan;Action;18000000;63000000;2011
Sky High;Mike Mitchell;100;Michael Angarano;Kelly Preston;Nicholas Braun;Adventure;35000000;86000000;2005
The Art of War;Christian Duguay;116;Michael Biehn;Cary-Hiroyuki Tagawa;Anne Archer;Action;40000000;40000000;2000
The Brothers;Gary Hardwick;106;Julie Benz;Tatyana Ali;Jenifer Lewis;Comedy;6000000;27000000;2001
Beautiful Creatures;Richard LaGravenese;124;Alden Ehrenreich;Zoey Deutch;Pruitt Taylor Vince;Drama;60000000;60000000;2013
Reign of Assassins;Chao-Bin Su;117;Woo-sung Jung;Shawn Yue;Kelly Lin;Action;12000000;60000000;2010
The Book of Mormon Movie Volume 1: The Journey;Gary Rogers;120;Noah Danby;Kirby Heyborne;Bruce Newbold;Adventure;2000000;1674000;2003
A Million Ways to Die in the West;Seth MacFarlane;136;Liam Neeson;Charlize Theron;Seth MacFarlane;Western;40000000;87000000;2014
Chain Letter;Deon Taylor;88;Matt Cohen;Betsy Russell;Noah Segan;Horror;5000000;5800000;2009
Chocolat;Lasse Hallström;121;Lena Olin;Leslie Caron;Hugh O'Conor;Drama;25000000;152000000;2000
Wrong Turn;Rob Schmidt;84;Kevin Zegers;Lindy Booth;Julian Richings;Horror;12600000;29000000;2003
Chernobyl Diaries;Bradley Parker;86;Jesse McCartney;Ingrid Bolsø Berdal;Jonathan Sadowski;Horror;1000000;37000000;2012
From Paris with Love;Pierre Morel;92;Kasia Smutniak;Amber Rose Revah;Rebecca Dayan;Action;52000000;52800000;2010
The Mummy Returns;Stephen Sommers;130;Dwayne Johnson;Brendan Fraser;Patricia Velasquez;Action;98000000;435000000;2001
The R.M.;Kurt Hale;101;Kirby Heyborne;Big Budah;Curt Doussett;Comedy;500000;1050000;2003
Paranormal Activity;Oren Peli;84;Micah Sloat;Ashley Palmer;Amber Armstrong;Horror;15000;193000000;2007
The Replacements;Howard Deutch;118;Keanu Reeves;Jon Favreau;Faizon Love;Comedy;50000000;50900000;2000
Underclassman;Marcos Siega;95;Cheech Marin;Nick Cannon;Kaylee DeFer;Action;25000000;5000000;2005
King Kong;Peter Jackson;201;Naomi Watts;Thomas Kretschmann;Evan Parke;Action;207000000;562000000;2005
Being Julia;István Szabó;104;Miriam Margolyes;Shaun Evans;Juliet Stevenson;Comedy;18000000;7000000;2004
Curious George;Matthew O'Callaghan;78;Will Ferrell;Frank Welker;Alexander Gould;Animation;50000000;69800000;2006
El crimen del padre Amaro;Carlos Carrera;118;Damián Alcázar;Ana Claudia Talancón;Pedro Armendáriz Jr.;Drama;1800000;27300000;2002
Blonde Ambition;Scott Marshall;93;Drew Fuller;Drew Waters;Larry Miller;Comedy;10000000;10000000;2007
Jurassic World;Colin Trevorrow;124;Bryce Dallas Howard;Judy Greer;Omar Sy;Action;150000000;1670000000;2015
The American;Anton Corbijn;105;Violante Placido;Thekla Reuten;Filippo Timi;Crime;20000000;68000000;2010
The Crazies;Breck Eisner;101;Radha Mitchell;Glenn Morshower;John Aylward;Horror;20000000;39000000;2010
The Homesman;Tommy Lee Jones;122;Barry Corbin;Tim Blake Nelson;Miranda Otto;Drama;16000000;10000000;2014
Anonymous;Roland Emmerich;130;Vanessa Redgrave;Joely Richardson;Rafe Spall;Drama;30000000;15000000;2011
Friday After Next;Marcus Raboy;85;John Witherspoon;Mike Epps;Katt Williams;Comedy;20000000;33000000;2002
Match Point;Woody Allen;119;Scarlett Johansson;Mark Gatiss;Penelope Wilton;Drama;15000000;35000000;2005
My Week with Marilyn;Simon Curtis;99;Eddie Redmayne;Toby Jones;Julia Ormond;Biography;6400000;35000000;2011
The Spy Next Door;Brian Levant;94;Madeline Carroll;Amber Valletta;George Lopez;Action;28000000;45000000;2010
The Young and Prodigious T.S. Spivet;Jean-Pierre Jeunet;105;Callum Rennie;Julian Richings;Judy Davis;Action;33000000;9000000;2013
Flyboys;Tony Bill;140;James Franco;Tyler Labine;Philip Winchester;Action;60000000;23000000;2006
The Little Prince;Mark Osborne;108;Jeff Bridges;James Franco;Mackenzie Foy;Animation;81200000;97000000;2015
The Salton Sea;D.J. Caruso;103;Adam Goldberg;Meat Loaf;Anthony LaPaglia;Crime;18000000;1000000;2002
xXx;Rob Cohen;132;Vin Diesel;Eve;Leila Arcieri;Action;70000000;277000000;2002
Dwegons and Leprechauns;Tom Walsh;98;Joey D. Vieira;Maggie Wheeler;Jacqueline Lovell;Animation;20000000;1000000;2014
Faith Connections;Pan Nalin;115;Bhole Baba;Pant Shirt Baba;Shriman Umeshanad Brahmachari;Documentary;550000;600000;2013
Kinsey;Bill Condon;118;Liam Neeson;Oliver Platt;Dylan Baker;Biography;11000000;7000000;2004
Secret Window;David Koepp;96;Johnny Depp;Charles S. Dutton;Timothy Hutton;Mystery;40000000;123000000;2004
Dude Where's My Car?;Danny Leiner;83;Jennifer Garner;Mary Lynn Rajskub;Marla Sokoloff;Comedy;13000000;73000000;2000
Now You See Me;Louis Leterrier;125;Morgan Freeman;Common;Michael Kelly;Crime;75000000;352000000;2013
Are We There Yet?;Brian Levant;95;Nia Long;Tracy Morgan;Jay Mohr;Adventure;32000000;34000000;2005
Green Zone;Paul Greengrass;115;Matt Damon;Sean Huze;Igal Naor;Action;100000000;94000000;2010
Running Forever;Mike Mayhall;88;David Raizor;Cody Howard;Martin Kove;Adventure;5000000;5000000;2015
Babylon A.D.;Mathieu Kassovitz;101;Vin Diesel;Charlotte Rampling;David Belle;Action;70000000;37000000;2008
Southpaw;Antoine Fuqua;124;Jake Gyllenhaal;50 Cent;Oona Laurence;Drama;30000000;88000000;2015
Peeples;Tina Gordon Chism;95;Tyler James Williams;S. Epatha Merkerson;Diahann Carroll;Comedy;15000000;9600000;2013
The Flintstones in Viva Rock Vegas;Brian Levant;90;Taylor Negron;Mark Addy;Danny Woodburn;Comedy;60000000;69000000;2000
